Numéro d'Étudiant,promotion,nom,prenom,date_naissance,email,telephone,adresse
2012000558,M1,Nom558,Prenom558,06/10/1998,prenom558.nom558@example.com,1351612513,Adresse558
2012000559,M1,Nom559,Prenom559,02/04/1993,prenom559.nom559@example.com,1742733460,Adresse559
2012000560,L1,Nom560,Prenom560,19/03/1999,prenom560.nom560@example.com,1871246954,Adresse560
2012000561,M1,Nom561,Prenom561,27/03/1987,prenom561.nom561@example.com,1427595049,Adresse561
2012000562,M1,Nom562,Prenom562,16/04/1981,prenom562.nom562@example.com,1843623407,Adresse562
2012000563,L1,Nom563,Prenom563,28/04/1980,prenom563.nom563@example.com,1406182111,Adresse563
2012000564,M0,Nom564,Prenom564,05/08/1986,prenom564.nom564@example.com,1673006480,Adresse564
2012000565,M0,Nom565,Prenom565,14/10/1995,prenom565.nom565@example.com,1085239581,Adresse565
2012000566,M1,Nom566,Prenom566,06/09/1985,prenom566.nom566@example.com,1209222859,Adresse566
2012000567,L0,Nom567,Prenom567,12/10/1982,prenom567.nom567@example.com,1137887881,Adresse567
2012000568,L1,Nom568,Prenom568,14/05/1993,prenom568.nom568@example.com,1049125319,Adresse568
2012000569,L2,Nom569,Prenom569,17/05/1995,prenom569.nom569@example.com,1306309070,Adresse569
2012000570,M0,Nom570,Prenom570,12/11/1995,prenom570.nom570@example.com,1075643083,Adresse570
2012000571,L0,Nom571,Prenom571,19/12/1989,prenom571.nom571@example.com,1765396278,Adresse571
2012000572,M0,Nom572,Prenom572,15/07/1988,prenom572.nom572@example.com,1566005043,Adresse572
2012000573,M0,Nom573,Prenom573,28/01/1982,prenom573.nom573@example.com,1731475478,Adresse573
2012000574,M0,Nom574,Prenom574,22/02/2005,prenom574.nom574@example.com,1874274425,Adresse574
2012000575,M0,Nom575,Prenom575,14/03/1986,prenom575.nom575@example.com,1001140922,Adresse575
2012000576,M0,Nom576,Prenom576,05/03/1990,prenom576.nom576@example.com,1105202534,Adresse576
2012000577,M0,Nom577,Prenom577,27/05/1989,prenom577.nom577@example.com,1226558579,Adresse577
2012000578,L2,Nom578,Prenom578,27/01/2003,prenom578.nom578@example.com,1019145174,Adresse578
2012000579,L0,Nom579,Prenom579,04/06/2002,prenom579.nom579@example.com,1041619100,Adresse579
2012000580,L0,Nom580,Prenom580,03/08/1997,prenom580.nom580@example.com,1419548359,Adresse580
2012000581,L2,Nom581,Prenom581,18/09/1980,prenom581.nom581@example.com,1871997560,Adresse581
2012000582,L2,Nom582,Prenom582,16/12/2000,prenom582.nom582@example.com,1332815983,Adresse582
2012000583,L1,Nom583,Prenom583,27/05/1982,prenom583.nom583@example.com,1032925718,Adresse583
2012000584,M0,Nom584,Prenom584,04/08/1998,prenom584.nom584@example.com,1557650616,Adresse584
2012000585,L1,Nom585,Prenom585,27/08/2005,prenom585.nom585@example.com,1648636471,Adresse585
2012000586,L0,Nom586,Prenom586,26/10/1997,prenom586.nom586@example.com,1145182191,Adresse586
2012000587,L2,Nom587,Prenom587,19/04/1988,prenom587.nom587@example.com,1670138401,Adresse587
2012000588,M1,Nom588,Prenom588,19/11/1998,prenom588.nom588@example.com,1349629059,Adresse588
2012000589,L1,Nom589,Prenom589,20/05/1987,prenom589.nom589@example.com,1273852545,Adresse589
2012000590,L0,Nom590,Prenom590,18/11/2002,prenom590.nom590@example.com,1669315508,Adresse590
2012000591,M1,Nom591,Prenom591,09/12/2004,prenom591.nom591@example.com,1434182227,Adresse591
2012000592,L1,Nom592,Prenom592,21/10/1998,prenom592.nom592@example.com,1617940057,Adresse592
2012000593,L0,Nom593,Prenom593,24/10/1982,prenom593.nom593@example.com,1252132461,Adresse593
2012000594,L0,Nom594,Prenom594,24/12/1981,prenom594.nom594@example.com,1716097506,Adresse594
2012000595,M0,Nom595,Prenom595,18/04/1999,prenom595.nom595@example.com,1669528443,Adresse595
2012000596,L2,Nom596,Prenom596,28/09/1985,prenom596.nom596@example.com,1498397942,Adresse596
2012000597,M0,Nom597,Prenom597,09/07/2001,prenom597.nom597@example.com,1030637659,Adresse597
2012000598,L2,Nom598,Prenom598,24/09/1982,prenom598.nom598@example.com,1892535490,Adresse598
2012000599,M0,Nom599,Prenom599,16/06/2002,prenom599.nom599@example.com,1400683779,Adresse599
2012000600,L0,Nom600,Prenom600,16/08/2004,prenom600.nom600@example.com,1289320934,Adresse600
2012000601,M0,Nom601,Prenom601,11/06/2004,prenom601.nom601@example.com,1573926126,Adresse601
2012000602,M0,Nom602,Prenom602,13/01/1984,prenom602.nom602@example.com,1481418381,Adresse602
2012000603,M1,Nom603,Prenom603,12/07/1996,prenom603.nom603@example.com,1637755152,Adresse603
2012000604,L0,Nom604,Prenom604,07/06/1996,prenom604.nom604@example.com,1128014243,Adresse604
2012000605,M1,Nom605,Prenom605,21/06/1983,prenom605.nom605@example.com,1482415374,Adresse605
2012000606,M0,Nom606,Prenom606,26/12/2000,prenom606.nom606@example.com,1368465075,Adresse606
2012000607,M0,Nom607,Prenom607,09/06/1996,prenom607.nom607@example.com,1277786226,Adresse607
2012000608,L2,Nom608,Prenom608,14/12/1999,prenom608.nom608@example.com,1867855216,Adresse608
2012000609,M1,Nom609,Prenom609,03/08/1981,prenom609.nom609@example.com,1329008923,Adresse609
2012000610,M1,Nom610,Prenom610,05/07/1992,prenom610.nom610@example.com,1185279674,Adresse610
2012000611,L2,Nom611,Prenom611,19/02/2002,prenom611.nom611@example.com,1592818067,Adresse611
2012000612,L0,Nom612,Prenom612,11/07/1993,prenom612.nom612@example.com,1359578469,Adresse612
2012000613,L0,Nom613,Prenom613,14/07/1995,prenom613.nom613@example.com,1876410205,Adresse613
2012000614,M0,Nom614,Prenom614,25/03/2004,prenom614.nom614@example.com,1131833992,Adresse614
2012000615,M0,Nom615,Prenom615,11/11/1999,prenom615.nom615@example.com,1098616870,Adresse615
2012000616,L0,Nom616,Prenom616,10/02/2002,prenom616.nom616@example.com,1003987623,Adresse616
2012000617,M0,Nom617,Prenom617,14/02/1981,prenom617.nom617@example.com,1806991906,Adresse617
2012000618,L1,Nom618,Prenom618,22/08/2005,prenom618.nom618@example.com,1216142355,Adresse618
2012000619,M1,Nom619,Prenom619,04/02/2002,prenom619.nom619@example.com,1384466372,Adresse619
2012000620,L2,Nom620,Prenom620,14/04/1987,prenom620.nom620@example.com,1583920873,Adresse620
2012000621,L0,Nom621,Prenom621,18/01/2002,prenom621.nom621@example.com,1357778790,Adresse621
2012000622,L1,Nom622,Prenom622,10/02/2000,prenom622.nom622@example.com,1294527079,Adresse622
2012000623,L1,Nom623,Prenom623,01/03/1997,prenom623.nom623@example.com,1407378034,Adresse623
2012000624,L0,Nom624,Prenom624,23/06/1993,prenom624.nom624@example.com,1085036041,Adresse624
2012000625,L0,Nom625,Prenom625,23/10/2001,prenom625.nom625@example.com,1342455950,Adresse625
2012000626,M1,Nom626,Prenom626,10/04/2004,prenom626.nom626@example.com,1592673296,Adresse626
2012000627,M0,Nom627,Prenom627,05/07/1984,prenom627.nom627@example.com,1027423501,Adresse627
2012000628,M1,Nom628,Prenom628,07/08/1990,prenom628.nom628@example.com,1560463793,Adresse628
2012000629,M0,Nom629,Prenom629,09/06/1998,prenom629.nom629@example.com,1637444506,Adresse629
2012000630,M1,Nom630,Prenom630,20/03/2000,prenom630.nom630@example.com,1033883746,Adresse630
2012000631,M0,Nom631,Prenom631,13/09/1995,prenom631.nom631@example.com,1624371012,Adresse631
2012000632,M1,Nom632,Prenom632,11/10/1994,prenom632.nom632@example.com,1610757530,Adresse632
2012000633,L2,Nom633,Prenom633,19/06/2001,prenom633.nom633@example.com,1341298603,Adresse633
2012000634,L1,Nom634,Prenom634,17/10/1996,prenom634.nom634@example.com,1836019032,Adresse634
2012000635,L0,Nom635,Prenom635,06/12/1992,prenom635.nom635@example.com,1850471644,Adresse635
2012000636,L2,Nom636,Prenom636,06/03/1993,prenom636.nom636@example.com,1845686531,Adresse636
2012000637,M0,Nom637,Prenom637,25/06/1980,prenom637.nom637@example.com,1713011561,Adresse637
2012000638,L0,Nom638,Prenom638,25/08/1988,prenom638.nom638@example.com,1319815065,Adresse638
2012000639,L1,Nom639,Prenom639,10/08/1996,prenom639.nom639@example.com,1003185804,Adresse639
2012000640,M1,Nom640,Prenom640,20/04/1998,prenom640.nom640@example.com,1688815976,Adresse640
2012000641,M0,Nom641,Prenom641,26/01/1984,prenom641.nom641@example.com,1263003615,Adresse641
2012000642,M1,Nom642,Prenom642,15/08/1981,prenom642.nom642@example.com,1806826698,Adresse642
2012000643,M1,Nom643,Prenom643,05/03/1985,prenom643.nom643@example.com,1387250647,Adresse643
2012000644,L2,Nom644,Prenom644,02/05/1984,prenom644.nom644@example.com,1607388801,Adresse644
2012000645,M0,Nom645,Prenom645,18/11/1999,prenom645.nom645@example.com,1648991299,Adresse645
2012000646,L2,Nom646,Prenom646,21/04/1984,prenom646.nom646@example.com,1836800650,Adresse646
2012000647,M1,Nom647,Prenom647,16/09/1993,prenom647.nom647@example.com,1833236899,Adresse647
2012000648,M1,Nom648,Prenom648,24/06/1990,prenom648.nom648@example.com,1693738705,Adresse648
2012000649,L0,Nom649,Prenom649,21/03/1995,prenom649.nom649@example.com,1373266797,Adresse649
2012000650,M0,Nom650,Prenom650,18/04/1988,prenom650.nom650@example.com,1421935840,Adresse650
2012000651,M1,Nom651,Prenom651,26/03/1986,prenom651.nom651@example.com,1294613686,Adresse651
2012000652,M1,Nom652,Prenom652,15/04/1981,prenom652.nom652@example.com,1744768603,Adresse652
2012000653,L0,Nom653,Prenom653,24/10/2004,prenom653.nom653@example.com,1845525745,Adresse653
2012000654,M1,Nom654,Prenom654,22/03/1988,prenom654.nom654@example.com,1889171047,Adresse654
2012000655,L2,Nom655,Prenom655,27/03/1983,prenom655.nom655@example.com,1587910759,Adresse655
2012000656,M0,Nom656,Prenom656,20/05/1987,prenom656.nom656@example.com,1262943872,Adresse656
2012000657,M0,Nom657,Prenom657,04/04/1992,prenom657.nom657@example.com,1569272916,Adresse657
2012000658,L2,Nom658,Prenom658,05/05/1980,prenom658.nom658@example.com,1680902503,Adresse658
2012000659,L1,Nom659,Prenom659,22/11/1991,prenom659.nom659@example.com,1857730691,Adresse659
2012000660,L0,Nom660,Prenom660,10/07/1983,prenom660.nom660@example.com,1272320653,Adresse660
2012000661,L1,Nom661,Prenom661,09/01/1984,prenom661.nom661@example.com,1272927922,Adresse661
2012000662,L2,Nom662,Prenom662,15/04/1986,prenom662.nom662@example.com,1327099096,Adresse662
2012000663,M0,Nom663,Prenom663,12/10/1990,prenom663.nom663@example.com,1883829171,Adresse663
2012000664,M1,Nom664,Prenom664,20/06/1987,prenom664.nom664@example.com,1464723220,Adresse664
2012000665,M0,Nom665,Prenom665,11/05/1999,prenom665.nom665@example.com,1309124851,Adresse665
2012000666,L0,Nom666,Prenom666,14/09/2004,prenom666.nom666@example.com,1028494605,Adresse666
2012000667,M0,Nom667,Prenom667,09/12/1993,prenom667.nom667@example.com,1392104399,Adresse667
2012000668,L2,Nom668,Prenom668,19/01/1996,prenom668.nom668@example.com,1510365987,Adresse668
2012000669,L0,Nom669,Prenom669,15/06/1991,prenom669.nom669@example.com,1729442897,Adresse669
2012000670,L0,Nom670,Prenom670,12/12/2001,prenom670.nom670@example.com,1286250359,Adresse670
2012000671,M0,Nom671,Prenom671,21/09/2004,prenom671.nom671@example.com,1071148774,Adresse671
2012000672,L1,Nom672,Prenom672,24/08/1983,prenom672.nom672@example.com,1653931083,Adresse672
2012000673,M0,Nom673,Prenom673,03/03/1993,prenom673.nom673@example.com,1255426728,Adresse673
2012000674,L1,Nom674,Prenom674,06/01/1996,prenom674.nom674@example.com,1660776668,Adresse674
2012000675,M1,Nom675,Prenom675,24/04/1987,prenom675.nom675@example.com,1823356636,Adresse675
2012000676,M0,Nom676,Prenom676,13/07/2005,prenom676.nom676@example.com,1778058015,Adresse676
2012000677,L2,Nom677,Prenom677,15/05/1984,prenom677.nom677@example.com,1774364208,Adresse677
2012000678,M0,Nom678,Prenom678,11/08/1981,prenom678.nom678@example.com,1675749201,Adresse678
2012000679,M0,Nom679,Prenom679,23/10/2000,prenom679.nom679@example.com,1711462814,Adresse679
2012000680,L1,Nom680,Prenom680,28/09/1992,prenom680.nom680@example.com,1054752829,Adresse680
2012000681,L2,Nom681,Prenom681,04/02/2004,prenom681.nom681@example.com,1145974732,Adresse681
2012000682,L1,Nom682,Prenom682,17/03/1993,prenom682.nom682@example.com,1004877548,Adresse682
2012000683,L2,Nom683,Prenom683,15/05/1997,prenom683.nom683@example.com,1891786359,Adresse683
2012000684,M0,Nom684,Prenom684,04/10/1997,prenom684.nom684@example.com,1124273396,Adresse684
2012000685,L2,Nom685,Prenom685,13/01/1986,prenom685.nom685@example.com,1650225965,Adresse685
2012000686,M0,Nom686,Prenom686,21/02/1987,prenom686.nom686@example.com,1077440439,Adresse686
2012000687,L0,Nom687,Prenom687,02/03/1982,prenom687.nom687@example.com,1377841204,Adresse687
2012000688,M1,Nom688,Prenom688,05/01/1991,prenom688.nom688@example.com,1430056793,Adresse688
2012000689,L2,Nom689,Prenom689,25/07/1997,prenom689.nom689@example.com,1346109065,Adresse689
2012000690,L2,Nom690,Prenom690,19/06/1991,prenom690.nom690@example.com,1234395781,Adresse690
2012000691,L1,Nom691,Prenom691,21/04/1993,prenom691.nom691@example.com,1387286492,Adresse691
2012000692,L1,Nom692,Prenom692,13/06/2005,prenom692.nom692@example.com,1155409554,Adresse692
2012000693,M0,Nom693,Prenom693,21/12/2003,prenom693.nom693@example.com,1078646703,Adresse693
2012000694,M1,Nom694,Prenom694,08/11/1997,prenom694.nom694@example.com,1780655144,Adresse694
2012000695,M0,Nom695,Prenom695,05/06/1995,prenom695.nom695@example.com,1894609688,Adresse695
2012000696,M1,Nom696,Prenom696,16/01/1990,prenom696.nom696@example.com,1659423880,Adresse696
2012000697,M1,Nom697,Prenom697,18/06/1985,prenom697.nom697@example.com,1561754647,Adresse697
2012000698,L1,Nom698,Prenom698,15/02/1980,prenom698.nom698@example.com,1193189826,Adresse698
2012000699,M0,Nom699,Prenom699,09/09/1982,prenom699.nom699@example.com,1366881588,Adresse699
2012000700,L0,Nom700,Prenom700,26/12/1998,prenom700.nom700@example.com,1452485377,Adresse700
2012000701,L2,Nom701,Prenom701,11/02/1991,prenom701.nom701@example.com,1228501504,Adresse701
2012000702,L0,Nom702,Prenom702,11/03/1980,prenom702.nom702@example.com,1343578160,Adresse702
2012000703,L0,Nom703,Prenom703,14/07/1995,prenom703.nom703@example.com,1609518380,Adresse703
2012000704,M1,Nom704,Prenom704,28/09/2004,prenom704.nom704@example.com,1813361239,Adresse704
2012000705,L2,Nom705,Prenom705,04/09/1994,prenom705.nom705@example.com,1867769184,Adresse705
2012000706,M1,Nom706,Prenom706,03/11/1984,prenom706.nom706@example.com,1654734123,Adresse706
2012000707,M1,Nom707,Prenom707,13/04/1994,prenom707.nom707@example.com,1389361137,Adresse707
2012000708,L0,Nom708,Prenom708,13/01/1999,prenom708.nom708@example.com,1010105107,Adresse708
2012000709,L1,Nom709,Prenom709,01/05/1998,prenom709.nom709@example.com,1264937609,Adresse709
2012000710,L1,Nom710,Prenom710,24/10/2001,prenom710.nom710@example.com,1443305881,Adresse710
2012000711,M0,Nom711,Prenom711,27/06/1996,prenom711.nom711@example.com,1743405619,Adresse711
2012000712,M0,Nom712,Prenom712,06/05/1984,prenom712.nom712@example.com,1494779859,Adresse712
2012000713,L2,Nom713,Prenom713,15/04/1981,prenom713.nom713@example.com,1245188481,Adresse713
2012000714,M1,Nom714,Prenom714,11/12/1998,prenom714.nom714@example.com,1890077561,Adresse714
2012000715,M1,Nom715,Prenom715,13/08/1997,prenom715.nom715@example.com,1596995582,Adresse715
2012000716,L2,Nom716,Prenom716,26/11/2000,prenom716.nom716@example.com,1200113325,Adresse716
2012000717,L1,Nom717,Prenom717,21/03/1991,prenom717.nom717@example.com,1822598273,Adresse717
2012000718,M0,Nom718,Prenom718,08/02/1992,prenom718.nom718@example.com,1385855758,Adresse718
2012000719,L1,Nom719,Prenom719,22/03/1986,prenom719.nom719@example.com,1023235007,Adresse719
2012000720,L1,Nom720,Prenom720,26/06/1997,prenom720.nom720@example.com,1850312402,Adresse720
2012000721,L2,Nom721,Prenom721,14/01/1989,prenom721.nom721@example.com,1659974683,Adresse721
2012000722,M1,Nom722,Prenom722,16/12/1989,prenom722.nom722@example.com,1192119605,Adresse722
2012000723,L2,Nom723,Prenom723,28/06/1982,prenom723.nom723@example.com,1025922065,Adresse723
2012000724,M1,Nom724,Prenom724,12/10/2002,prenom724.nom724@example.com,1251055621,Adresse724
2012000725,L1,Nom725,Prenom725,03/02/1982,prenom725.nom725@example.com,1354168242,Adresse725
2012000726,M1,Nom726,Prenom726,21/09/1996,prenom726.nom726@example.com,1838768750,Adresse726
2012000727,M1,Nom727,Prenom727,26/11/1980,prenom727.nom727@example.com,1419228039,Adresse727
2012000728,L2,Nom728,Prenom728,21/11/2000,prenom728.nom728@example.com,1193363904,Adresse728
2012000729,L0,Nom729,Prenom729,12/01/2005,prenom729.nom729@example.com,1601734618,Adresse729
2012000730,M0,Nom730,Prenom730,06/10/2002,prenom730.nom730@example.com,1198302661,Adresse730
2012000731,M1,Nom731,Prenom731,20/07/1988,prenom731.nom731@example.com,1454218312,Adresse731
2012000732,L1,Nom732,Prenom732,04/09/1982,prenom732.nom732@example.com,1872716709,Adresse732
2012000733,M1,Nom733,Prenom733,01/05/1987,prenom733.nom733@example.com,1132458289,Adresse733
2012000734,L2,Nom734,Prenom734,19/02/2003,prenom734.nom734@example.com,1588373318,Adresse734
2012000735,L0,Nom735,Prenom735,26/09/1993,prenom735.nom735@example.com,1460421423,Adresse735
2012000736,L0,Nom736,Prenom736,09/11/1994,prenom736.nom736@example.com,1643122494,Adresse736
2012000737,L2,Nom737,Prenom737,15/07/1981,prenom737.nom737@example.com,1204079710,Adresse737
2012000738,M0,Nom738,Prenom738,12/09/1985,prenom738.nom738@example.com,1765040307,Adresse738
2012000739,M1,Nom739,Prenom739,12/12/1991,prenom739.nom739@example.com,1414223191,Adresse739
2012000740,M1,Nom740,Prenom740,26/11/1996,prenom740.nom740@example.com,1236303813,Adresse740
2012000741,M0,Nom741,Prenom741,10/06/1992,prenom741.nom741@example.com,1714014678,Adresse741
2012000742,M0,Nom742,Prenom742,26/01/1990,prenom742.nom742@example.com,1726081356,Adresse742
2012000743,M1,Nom743,Prenom743,03/11/1996,prenom743.nom743@example.com,1710302354,Adresse743
2012000744,L0,Nom744,Prenom744,23/04/1995,prenom744.nom744@example.com,1064404259,Adresse744
2012000745,L2,Nom745,Prenom745,18/01/1996,prenom745.nom745@example.com,1641765465,Adresse745
2012000746,L0,Nom746,Prenom746,03/08/1981,prenom746.nom746@example.com,1290499819,Adresse746
2012000747,L2,Nom747,Prenom747,21/01/1987,prenom747.nom747@example.com,1889423352,Adresse747
2012000748,L2,Nom748,Prenom748,03/05/1993,prenom748.nom748@example.com,1181342354,Adresse748
2012000749,L0,Nom749,Prenom749,16/10/1986,prenom749.nom749@example.com,1401787779,Adresse749
2012000750,M1,Nom750,Prenom750,15/09/1983,prenom750.nom750@example.com,1002393045,Adresse750
2012000751,L2,Nom751,Prenom751,15/05/1987,prenom751.nom751@example.com,1491237436,Adresse751
2012000752,M0,Nom752,Prenom752,26/12/1989,prenom752.nom752@example.com,1563033339,Adresse752
2012000753,L2,Nom753,Prenom753,13/01/1991,prenom753.nom753@example.com,1843435327,Adresse753
2012000754,M1,Nom754,Prenom754,02/01/1991,prenom754.nom754@example.com,1520413794,Adresse754
2012000755,M1,Nom755,Prenom755,28/03/1988,prenom755.nom755@example.com,1852566325,Adresse755
2012000756,L0,Nom756,Prenom756,08/06/1992,prenom756.nom756@example.com,1846462851,Adresse756
2012000757,M0,Nom757,Prenom757,25/02/1992,prenom757.nom757@example.com,1028039309,Adresse757
2012000758,L2,Nom758,Prenom758,16/08/1988,prenom758.nom758@example.com,1312411317,Adresse758
2012000759,L2,Nom759,Prenom759,18/04/1989,prenom759.nom759@example.com,1823211131,Adresse759
2012000760,M1,Nom760,Prenom760,22/10/1985,prenom760.nom760@example.com,1615886432,Adresse760
2012000761,M0,Nom761,Prenom761,25/10/1983,prenom761.nom761@example.com,1366718786,Adresse761
2012000762,M0,Nom762,Prenom762,26/08/2002,prenom762.nom762@example.com,1372884823,Adresse762
2012000763,M1,Nom763,Prenom763,20/07/1992,prenom763.nom763@example.com,1439507632,Adresse763
2012000764,L0,Nom764,Prenom764,19/05/1999,prenom764.nom764@example.com,1214014381,Adresse764
2012000765,M0,Nom765,Prenom765,08/10/1987,prenom765.nom765@example.com,1508550739,Adresse765
2012000766,M0,Nom766,Prenom766,25/08/1996,prenom766.nom766@example.com,1557311724,Adresse766
2012000767,M1,Nom767,Prenom767,25/02/2003,prenom767.nom767@example.com,1204096642,Adresse767
2012000768,L0,Nom768,Prenom768,07/01/1992,prenom768.nom768@example.com,1145424848,Adresse768
2012000769,L1,Nom769,Prenom769,07/11/1980,prenom769.nom769@example.com,1438674909,Adresse769
2012000770,L2,Nom770,Prenom770,25/03/1985,prenom770.nom770@example.com,1404178196,Adresse770
2012000771,L1,Nom771,Prenom771,28/06/1981,prenom771.nom771@example.com,1012726216,Adresse771
2012000772,L0,Nom772,Prenom772,23/09/2001,prenom772.nom772@example.com,1671861611,Adresse772
2012000773,M1,Nom773,Prenom773,04/01/2005,prenom773.nom773@example.com,1124325940,Adresse773
2012000774,M1,Nom774,Prenom774,07/05/1985,prenom774.nom774@example.com,1202906922,Adresse774
2012000775,M1,Nom775,Prenom775,18/02/2000,prenom775.nom775@example.com,1207509423,Adresse775
2012000776,L1,Nom776,Prenom776,02/06/1999,prenom776.nom776@example.com,1343008480,Adresse776
2012000777,M0,Nom777,Prenom777,17/07/1994,prenom777.nom777@example.com,1038704694,Adresse777
2012000778,L0,Nom778,Prenom778,10/05/2004,prenom778.nom778@example.com,1586106640,Adresse778
2012000779,M1,Nom779,Prenom779,01/09/2000,prenom779.nom779@example.com,1642155990,Adresse779
2012000780,L0,Nom780,Prenom780,22/02/1996,prenom780.nom780@example.com,1132993606,Adresse780
2012000781,L1,Nom781,Prenom781,12/03/1991,prenom781.nom781@example.com,1648096100,Adresse781
2012000782,M1,Nom782,Prenom782,23/01/2004,prenom782.nom782@example.com,1627523084,Adresse782
2012000783,M1,Nom783,Prenom783,22/12/2003,prenom783.nom783@example.com,1427437581,Adresse783
2012000784,L2,Nom784,Prenom784,11/08/1984,prenom784.nom784@example.com,1589003581,Adresse784
2012000785,L2,Nom785,Prenom785,24/06/1982,prenom785.nom785@example.com,1793656555,Adresse785
2012000786,L2,Nom786,Prenom786,16/09/2003,prenom786.nom786@example.com,1006272917,Adresse786
2012000787,L2,Nom787,Prenom787,23/03/1996,prenom787.nom787@example.com,1497130453,Adresse787
2012000788,L2,Nom788,Prenom788,22/07/2003,prenom788.nom788@example.com,1364971824,Adresse788
2012000789,M0,Nom789,Prenom789,01/02/1996,prenom789.nom789@example.com,1384752648,Adresse789
2012000790,M0,Nom790,Prenom790,21/09/1992,prenom790.nom790@example.com,1698373613,Adresse790
2012000791,L1,Nom791,Prenom791,08/09/1999,prenom791.nom791@example.com,1167290602,Adresse791
2012000792,L0,Nom792,Prenom792,05/01/1998,prenom792.nom792@example.com,1795921303,Adresse792
2012000793,L2,Nom793,Prenom793,08/04/1988,prenom793.nom793@example.com,1267726473,Adresse793
2012000794,L2,Nom794,Prenom794,01/01/2003,prenom794.nom794@example.com,1018819060,Adresse794
2012000795,L0,Nom795,Prenom795,02/07/1983,prenom795.nom795@example.com,1776178265,Adresse795
2012000796,L1,Nom796,Prenom796,04/05/1989,prenom796.nom796@example.com,1247313398,Adresse796
2012000797,L2,Nom797,Prenom797,17/12/1990,prenom797.nom797@example.com,1366271683,Adresse797
2012000798,L0,Nom798,Prenom798,23/08/1996,prenom798.nom798@example.com,1788972621,Adresse798
2012000799,L1,Nom799,Prenom799,06/12/1996,prenom799.nom799@example.com,1743112372,Adresse799
2012000800,L2,Nom800,Prenom800,28/09/2000,prenom800.nom800@example.com,1483645868,Adresse800
2012000801,M0,Nom801,Prenom801,17/09/2001,prenom801.nom801@example.com,1724475148,Adresse801
2012000802,M0,Nom802,Prenom802,02/07/2002,prenom802.nom802@example.com,1377652535,Adresse802
2012000803,L1,Nom803,Prenom803,17/12/1984,prenom803.nom803@example.com,1129105404,Adresse803
2012000804,M1,Nom804,Prenom804,03/02/1995,prenom804.nom804@example.com,1749659468,Adresse804
2012000805,M0,Nom805,Prenom805,18/02/1982,prenom805.nom805@example.com,1039499437,Adresse805
2012000806,M0,Nom806,Prenom806,18/01/1993,prenom806.nom806@example.com,1802957103,Adresse806
2012000807,L1,Nom807,Prenom807,06/05/1985,prenom807.nom807@example.com,1219864045,Adresse807
2012000808,L0,Nom808,Prenom808,01/12/1983,prenom808.nom808@example.com,1486645390,Adresse808
2012000809,L2,Nom809,Prenom809,11/09/1999,prenom809.nom809@example.com,1731893041,Adresse809
2012000810,L0,Nom810,Prenom810,13/05/2002,prenom810.nom810@example.com,1852748626,Adresse810
2012000811,M0,Nom811,Prenom811,11/02/1980,prenom811.nom811@example.com,1785720668,Adresse811
2012000812,L0,Nom812,Prenom812,03/04/1988,prenom812.nom812@example.com,1505498569,Adresse812
2012000813,M1,Nom813,Prenom813,25/08/1998,prenom813.nom813@example.com,1146580623,Adresse813
2012000814,M0,Nom814,Prenom814,27/05/1987,prenom814.nom814@example.com,1493248685,Adresse814
2012000815,L0,Nom815,Prenom815,27/06/1983,prenom815.nom815@example.com,1580167169,Adresse815
2012000816,M0,Nom816,Prenom816,26/06/1982,prenom816.nom816@example.com,1640879409,Adresse816
2012000817,M0,Nom817,Prenom817,24/07/1998,prenom817.nom817@example.com,1477543370,Adresse817
2012000818,L0,Nom818,Prenom818,22/12/1983,prenom818.nom818@example.com,1149614107,Adresse818
2012000819,L1,Nom819,Prenom819,16/12/1993,prenom819.nom819@example.com,1283247297,Adresse819
2012000820,M0,Nom820,Prenom820,23/12/2003,prenom820.nom820@example.com,1493075395,Adresse820
2012000821,L2,Nom821,Prenom821,25/08/1984,prenom821.nom821@example.com,1826038887,Adresse821
2012000822,L0,Nom822,Prenom822,07/08/1980,prenom822.nom822@example.com,1860078635,Adresse822
2012000823,L2,Nom823,Prenom823,26/12/1987,prenom823.nom823@example.com,1038488107,Adresse823
2012000824,L1,Nom824,Prenom824,14/10/1985,prenom824.nom824@example.com,1504364002,Adresse824
2012000825,M0,Nom825,Prenom825,26/07/2000,prenom825.nom825@example.com,1364398328,Adresse825
2012000826,M0,Nom826,Prenom826,15/04/1986,prenom826.nom826@example.com,1122519105,Adresse826
2012000827,L2,Nom827,Prenom827,26/09/1995,prenom827.nom827@example.com,1404259759,Adresse827
2012000828,L1,Nom828,Prenom828,15/12/1985,prenom828.nom828@example.com,1056864570,Adresse828
2012000829,L1,Nom829,Prenom829,23/10/1994,prenom829.nom829@example.com,1888853687,Adresse829
2012000830,M1,Nom830,Prenom830,16/03/1995,prenom830.nom830@example.com,1025413278,Adresse830
2012000831,L2,Nom831,Prenom831,07/11/1980,prenom831.nom831@example.com,1388819333,Adresse831
2012000832,M1,Nom832,Prenom832,19/07/2004,prenom832.nom832@example.com,1066167041,Adresse832
2012000833,L0,Nom833,Prenom833,03/12/1987,prenom833.nom833@example.com,1109979935,Adresse833
2012000834,M1,Nom834,Prenom834,20/09/1983,prenom834.nom834@example.com,1424691604,Adresse834
2012000835,L1,Nom835,Prenom835,23/04/2002,prenom835.nom835@example.com,1097007652,Adresse835
2012000836,L0,Nom836,Prenom836,12/02/1997,prenom836.nom836@example.com,1184039148,Adresse836
